Vendor Code,Name of vendor,Street,City
10436,Wayamba Print Pack (Pvt) Ltd,Export Processing Zone,Mawathagama
10437,WEIGH - TECH INTERNATIONAL (PVT),,Battaramulla
10438,Weldone Garment - Sampath Bank,,Veyangoda
10439,WENGS SYSTEM ENGINEERING (PVT) LTD,,
10440,WESTERN AIRDUCTS LANKA (PVT) LTD,,Colombo 08
10441,WESTERN PAPER INDUSTRIES (PVT.) LTD,Pamunugama,Panadura
10442,WILLPOWER WATER TECHNOLOGIES,B10-SP Y.M.B.A. BUILDING,Colombo 08
10443,WILSON TRADING COMPANY,,Colombo 12
10444,WITTACHI STAINLESS STEEL (PVT) LTD,,Colombo 12
10445,Y. D. N. RAJAPAKSE,,
10446,Y.A.GIHAN (PVT) LTD,No 39A Ranala,Kaduwela
10447,YORK HARDWARE (PVT) LTD.,141-G 6 Messenger Street,Colombo 12
10448,ZENITH ENGINEERING COMPANY,,Dehiwela
10450,A ONE POLYMER ( PVT ) LTD,Panadura,Panadura
10451,DESIGN PLASTICS,Gothatuwa,Gothatuwa
10452,Epsi Technology (Pvt) Ltd.,,Colombo 03
10453,R.D.S. Rajapaksha,,Colombo 12
10454,NSB Safety Equipment,,Padukka
10455,ROWTECH (PVT) LTD,Maharagama,Maharagama
10456,SAFETY FIRST (PVT) LTD,"Maradana Road,",Maradana
10457,SHERMAN SONS LTD,,Wellampitiya
10458,SPARKLIT MOTOR TRADES AND,,Kadawatha
10459,THEME BRAND SOLUTIONS (PVT) LTD,Heiyantuduwa,Heiyantuduwa
10460,TUBE WELLS LTD,,Mountlavinia
10461,UNITED ENGINEERING SERVICES (PVT),,Malabe
10465,Cargo Overseas Lanka (Pvt) Ltd,Galle Road,Colombo
10466,COMMERCIAL BANK,21 Bristol Street,Colombo
10470,D.R. Industries (Pvt) Ltd.,,RATHMALANA
10475,PERSHIP (SHIPPING) LTD,,Colombo 04
10476,SUSANTHA ENTERPRISES,,
10477,ANOVEL STEELS,,Colombo 12
10478,JAYANTHI LOKUPITIYA,,Ranala
10479,H.D. GAMINI,,Walmilla
10480,HANJIN SHIPPING LANKA (PVT),,
10481,MITSUI O.S.K LINES LANKA (PVT),,
10482,ASHA SHIPPING LIMITED,,Colombo 03
10483,UNIPACK TECHNOLOGY SERVICES,,Kalubovila
10484,Soft Logic Trading (Pvt) Ltd,,Colombo 05
10485,ONE TIME VENDOR FOR FREIGHT,193 Danister De Silva Mawatha,Colombo 08
10490,Lake House Printer & Publishers PLC,,Colombo 02
10495,NIS Lanka (Pvt) Ltd,103/12 Royal Park,Ja-Ela
10496,Marine Ref & Cold Room,,Wennappuwa
10497,Qualitair Ref & Air Conditioning,,Maharagama
10498,TOMSAN AND SONS(PVT)LTD,No 20 Rodrigo Place,Colombo 15
10499,ASIAN ELECTRICAL,,Colombo 11
10500,S & S Enterprises,,Piliyandala
10505,Ceylinco Packaging Company Ltd,,Colombo 02
10506,Asia Siyaka Commodities PLC,320,Colombo 10
10510,Beligala Coconut Products (Pvt) LTD,,Colombo 13
10511,LANKA SPICE (PVT) LIMITED,,Pannipitiya
10512,L.P.G. Auto Windscreen (Pvt) Ltd.,,Kaduwela
10513,Keells Food Products PLC,,Ja-Ela
10515,Lapro Technologies (Pvt) Ltd.,,Colombo 03
10520,Millennium Ref Electricals,,Athurugiriya
10525,K.I.K. Lanka (Pvt) Ltd.,Export Processing Zone,Katunayake
10530,Do not use,,
10531,ROYO ADHESIVES,"111/05/09 KAHANTOTA ROAD, TUNHANDAH",MALABE
10535,Elk Arc (Pvt) Limited,,Nugegoda
10540,La Marge International Services,,Peliyagoda
10545,Hongkong & Shanghai Banking,,
10550,Asanka PC Solutions,,Hanwella
10555,New Asia Lines Trading (Pvt) Ltd.,Liberty Plaza,Colombo 03
10556,H.M. Sirisena,,Wellawaya
10557,Link Equipments (Pvt) Ltd.,,Nugegoda
10558,Ponnamperuma Enterprises,,Homagama
10560,AMITHI POWER CONSULTANTS (PVT),,Rajagiriya
10561,M3 FORCE (PVT) LTD.,,Rajagiriya
10565,Greenwich Lanka (Pvt) Ltd.,Gall Road,Colombo 03
10570,UNIMECH ENGINEERING,,Makola
10575,Vertex Solutions (Pvt) Ltd.,Katuwana,Homagama
10576,Omali Engineering,,Horana
10577,Global Packaging Services,,Colombo 06
10578,Shanthi Plastic (Pvt) Ltd.,,Mount Lavinia
10579,Industrial Control Systems,Pepiliyana,Boralasgamuwa
10580,B.A.S.D. Bamunuarachchi,Batewela,Ranala
10581,Ishara Furniture House,Maha Wadduwa,Wadduwa
10582,Win Net,,Nugegoda
10585,New Lanka Stationers,,Colombo 11
10586,G.S. Silva Suppliers,,Ranala
10587,Delmege Construction Products (Pvt),,Colombo 10
10588,Fuji Trading,,Colombo 12
10589,Slipto Agencies (PVT) LTD,,Rajanganaya
10590,Asian Technology & Networks,,Koswatta
10595,Jeewa Plastics (Pvt) Ltd.,UG : 78 People's Park Shopping Comp,Colombo 11
10596,AKLAN International (Pvt) Ltd.,Narahenpita,Colombo 05
10597,Ceylon Steel Corporation,,Athurugiriya
10598,ASSOCIATED MOTORWAYS (PVT) LTD,NO 185 UNION PLACE,COLOMBO 2
10600,Niranjan Tailors,,Heiyanthuduwa
10601,C P WORLD LANKA (PVT) LTD,149 FREIGHT HOUSE,
10602,Hi Tech Hardware Centre (Pvt) Ltd.,,Colombo 12
10603,Industrial Stainless Steel,,Peliyagoda
10604,Nawaloka Trading Company Ltd.,,Peliyagoda
10605,Mohar Shipping Corporation,,
10610,Sarath Electro Plating,,Homaga
10611,PCL SOLUTIONS (PVT) LTD.,,Peliyagoda
10615,D.L.C. Prints,Koswatta Road,Rajagiriya
10620,R.M.P. Coconut Products,,Veyangoda
10625,Forbes Marshall Lanka (Pvt) Ltd.,Kirulapana,Colombo 06
10626,BSM Holdings (Pvt) Ltd.,,Battaramulla
10630,Anuradha Agencies,,
10631,Darley & Company,,Colombo 09
10635,Pratha Trading Co.,,Colombo
10636,Nestle Lanka PLC,,Colombo 10
10637,RICHARD PIERIS RUBBER PRODUCTS LTD.,310 Nawinna,Maharagama
10638,Tathsara Enterprises,Nikape,Dehiwala
10639,CRIMSON CS (PVT) LTD.,Ethul Kotte,Kotte
10640,HEALTHY  FLA (PVT) LTD,,Veyangoda
10641,Rocom Merchanised Systems,NO.108/7 AMUNUGODA,IMBULGODA
10642,Ayubowun Machine Tools,,Colombo 10
10643,Software & Management Services,Kohuwala,Dehiwala
10644,GAMINI SPRING INDUSTRIES,Sri Sangaraja Mawatha,Colombo 10
10645,General Sales Company (Pvt) Ltd.,Station Road,Colombo 03
10646,Global Scientific Laboratories,Madapatha,Piliyandala
10647,AQUA TECHNOLOGIES (PVT) LTD,"NO. 523, KOTTE ROAD,",PITAKOTTE
10648,P.D.K. HOLDINGS (PVT),No.06 Colombo Road,Piliyandala
10649,Enviro Water Chemicals (Pvt) Ltd.,Chndrasekara Mawatha,Panadura
10650,DPSL INDUSTRIES (PVT) LTD,,Dankotuwa
10651,Nawagamuwa Gas Center,,Nawagamuwa
10652,Samson Group Corporate Services,No 110 Kumaran Ratnam Road,Colombo 02
10653,V.S. INFORMATION SYSTEMS (PVT) LTD,,Colombo 05
10654,Logistics International Limited,,Welisara
10655,W.W.N.J. Fernando,Pahala Biyanwilla,Kadawatha
10656,Hightech Engineers International,,Ratmalana
10657,Watareka Agencies,Mabima,Heiyanthuduwa
10658,Symex International (Pvt) Ltd,,Etul Kotte
10659,Unilanka Enterprise,,Colombo 12
10660,Mahinda Motor Stores,Panchikawatte,Colombo 10
10661,EMPIRE TRADING AGENCY (PVT) LTD,,Colombo 14
10662,New Ananda Stationery Centre,,Colombo 11
10665,KELANI CABLES PLC,,Kelaniya
10666,Wolaby Lanka Footwear,,Gampaha
10667,Buddhika Engineers,,Makola
10668,H.E.W. Jayalath,Batewela,Ranala
10669,OREL CORPORATION (PRIVATE) LIMITED,,COLOMBO 02
10670,Nawaloka Piling (Pvt) Ltd.,,Peliyagoda
10671,Roche Engineering (Pvt) Ltd.,,Colombo 04
10672,Process Controls (Pvt) Ltd.,Nadimala,Dehiwala
10673,Sri Products Co. (Pvt) Ltd.,Pamankada,Dehiwala
10674,Nilambara Electricals,,Kaduwela
10675,Wurth Lanka (Pvt) Ltd.,,Nugegoda
10680,Technomedics Int'l (Pvt) Ltd.,Pannipitiya Road,Colombo
10681,A G MELCO ELEVATOR COMPANY,Galle Road,Colombo 03
10682,Print USA (Pvt) Ltd.,,Malabe
10685,International Engineering Systems,Mullegama,Athurugiriya
10686,Sadeepa Engineering Works,,Kaduwela
10690,D.T.N. Manufactures (Pvt) Ltd.,Nadimala,Dehiwala
10691,Lanka Walltile PLC,Narahenpita,Colombo 05
10692,Ruhunu Engineering Works,,Kadawatha
10693,Naveen Ceramic (Pvt) Ltd.,,Colombo 13
10694,ILLUKKUMBURA INDUSTRIAL,,Colombo 05
10695,Winners Lanka (Pvt) Ltd.,,Kuliyapitiya
10696,Nefesh (Pvt) Ltd.,Attidiya Road,Ratmalana
10697,Lab Masters (Pvt) Ltd.,Kalubowila,Dehiwala
10698,Dipra Engineers (Pvt) Ltd.,Kohuwala,Nugegoda
10699,SEVANAGALA SUGAR INDUSTRIES LTD.,"No.362 Colombo Road, Pepiliyana",Boralesgamuwa
10700,M.C. Abdul Rahim & Bros. (Pvt) Ltd.,,Colombo 13
10701,TITUS STORES (PVT) LTD,,Colombo 11
10705,3M LANKA (PVT) LTD.,754,
10706,4M PRODUCTS & SERVICES,,
10707,A & B GRAPHICS,NO.65,
10708,A A D D RUWANPRIYA,87,
10709,A C PAUL & CO LTD,324-326 SRI SANGARAJA MAWATHA,COLOMBO 10
10710,A.P DINESH HARENDRA,NO. 419 GALLE ROAD,
10711,ABAYA PRINTERS (PVT) LTD.,NO. 86,
10712,ADAMJEE LUKMANJEE & SONS LTD,140/5  GRANDPASS ROAD,COLOMBO 14
10713,AE-LOGISTICS (PVT) LTD,"112 CENTRE ROAD, MATTAKKULIYA",COLOMBO 15
10714,AIR LINE TRADERS,496,
10715,AIR SUPPLY (PVT) LTD,424 C,
10716,AITKEN SPENCE PRINTING AND,NO. 316,
10717,AJ CERAMIC,NO123/B NAWALA ROAD,
10718,AMERICAN PREMIUM WATER,"NO29/2 SHARNELL BUILDING,VISAKA RD",COLOMBO 04.
10719,AMJ INDUSTRIES & SERVICES LTD,283,
10720,AMPACK ASSOCIATES,60,
10721,AMPEX COMMERCIAL AGENCIES(PVT) LTD,PRINCE STREET,
10722,AMRO INTERNATIONAL (PVT) LIMITED,163,
10723,AMTRAD LIMITED,120/1,
10724,ANANYA IMPORTERS,192,
10725,ARCPLAST,27 SARANANKARA RO,COLOMBO
10726,ARPICO PLASTICS LTD,,
10727,ARUL STORES,200C CENRAL ROAD,COLOMBO 12
10728,ASIAN HOTELS & PROPERTIES PLC,NO.77 GALLE ROAD,COLOMBO 3.
10729,ASLAMS LTD,22A,
10730,AUTO CARE DISTRIBUTOR SERVICES,59 A,
10731,AVLON ENTERPRISES (PVT) LTD,NO. 35,
10732,AYAN TRADING,563 SRI SANGARAJA MAWATHA,Colombo 10
10733,AZEEM TRADERS,165 A-7 7 A-8,
10734,B&S AUTO ENTERPRISES (PVT) LTD,B&S ENTERPRISES,
10735,BASF LANKA (PVT) LTD,186,
10736,BENTLEY PRODUCTS CO,ILLANA,
10737,BIG BIRD PRINTERS (PTE) LTD,NO. 14/1,
10738,BIZ WORLDWIDE (PVT) LTD,No.248/21 Kaduwela Road,Malabe
10739,C. W. MACKIE & CO. LIMITED,,
10740,CAMELLIA PAPER PVT LTD.,PALAYANGODA SOUTH,
10741,CAPITAL PRINTPACK (PVT) LTD.,,
10742,CBA STATIONERY SHOP,122 REID AVENUE,
10743,CBL FOODS INTERNATIONAL (PVT) LTD,,
10744,CEYLINCO PRINTING & STATIONERY,NO. 167/30,
10745,CEYLON GLASS COMPANY LTD,148,
10746,ATLAS AXILLIA CO. (PVT) LIMITED.,96 PRAKRAMA ROAD,PELIYAGODA
10747,CEYLON WEIGHING MACHINES LTD,160,
10748,CHAKRA (PVT) LTD.,,
10749,CHANDRADASA REF & ELECTRICALS,65,
10750,CHARTER HOUSE INTERNATIONAL (PVT),4;BALAHENMULLA,
10751,CHEMANEX LIMITED,,
10752,CLEAR MARK PRINTING (PVT) LTD,NO. 1053,
10753,COLT TRADING CO (PVT)LTD,451/9 Elvitigala Mawatha,Colombo 005
10754,D R INDUSTRIES (PVT) LTD,NO 394/4B HIGHLEVEL RD,
10755,L.A.M.R.CHANDRASIRI,474/5,
10756,D.S.S. PRINTERS INDUSTRIES,,PANNIPITIYA
10757,DAC GRAPHICS,NO. 4,
10758,"DAMRO CO, (PVT) LTD.",394/4B,
10759,DANKOTUWA PORCELAIN PLC,"KURUNEGALA RD,",
10760,DATA MASTER COMPUTER SYSTEMS,306,
10761,DEEPANI MOTOR STORES,302,
10762,DELMEGE FORSYTH & CO. LTD,,
10763,DENSHAN MASTER MOVERS (PVT) LTD,"139, KEW ROAD",
10764,DHARSHANA PRINTERS(PVT) LTD.,25/2A JAYANTHI ROAD,
10765,DIAWEB E FORMS (PVT) LTD.,520,
10766,DIGITAL DYNAMICS (PVT) LTD,17 SRI MEDHANKARA M,
10767,DIGITAL ELECTRONICS,COLOMBO 11,
10768,DIL ENTERPRISES,NO. 648,
10769,DINITHI ADVERTISING,58/16/1 3RD LANE,HOMAGAMA
10770,DIP PRODUCTS KATUWAWALA (PVT) LTD.,NO. 93A,
10771,DIPRA ENGININEERS (PVT)LTD,41 S DE SJAYASINGHE MW,
10772,DOLLAR CORPORATION,14,
10773,DURAPACK PRIVATE LTD.,NO. 199/75,
10774,ELECTRO-SERV (PVT) LTD,124,
10775,EMBULDENIYA ELECTRICAL INDUSTRIES,225  HORAGALA WEST,
10776,ENEX  AGENCIES (PVT) LTD,NO 29/ASRI PREMARATHANA MW,
10777,ESS KAYE BAKERY FOODS (PVT) LTD,6/1B,
10778,EURO ASIA PACKAGING (PVT) LTD.,NO.201 A LAKE ROAD,BORALESGAMUWA
10779,F.JEEWAJEE & BROTHERS,50,
10780,FEMTO INDUSTRIES (PVT) LTD.,KOPIYAWATTA,
10781,FINNPACK INDUSTRIES (PVT) LTD.,235/2,
10782,FREIGHT MASTERS INTERNATIONAL (PVT),No 21 Palm Graw,Colombo
10783,FREIGHT SERVICES CARGO (PVT) LTD,NO. 97 MIHINDU MAWATHA,
10784,FRONTIER AUTOMOTIVE (PVT) LTD.,NO 488,
10785,GENARAL FOOD & INGREDIENTS  CO.,12,
10786,GENUINE MOTORS (PVT) LTD.,189,
10787,GLOBAL STEELS,No:293A 3rd Floor,Colombo 12
10788,GLORCHEM ENTERPRISE,141  BANKSHALL STRET,COLOMBO 11
10789,GRAPHIC SYSTEMS (PVT) LTD.,#835,
10790,GRAPHITEC PRIVATE LTD.,NO. 1159,
10791,H.L. PACKAGING (PVT) LTD,NO. 1340/3,
10792,HALFA CHEMICALS LTD.,,
10793,HARISHCHANDRA MILLS PLC,NO. 54,
10794,HEWAS GRAPHICS (PVT) LTD,223 T.B.JAYAH MAWATHA,
10795,HOMAGAMA MULTI PURPOSE CO-OP,AVISSAWELLA RD,HOMAGAMA
10796,HOUSE OF PRINTING,NO. 419,
10797,IDEAL AUTOMOBILE (PVT) LTD,NO 9 ROSMEDAD PLACE,
10798,INDIGO ASIA COMPUTER SYSTEMS,,
10799,INDIMA ENTERPRICES,"SRI SUMANGALA MW,",
10800,INTEGRATED POWER SYSTEMS (PVT) LTD,435.5,
10801,INTERMART PRINTERS (PVT) LTD.,NO. 35/2,
10802,AVMS,NO. 14,
10803,IRESHA FOOD PRODUCTS (PVT) LTD,,
10804,ISLAND WIDE MARKETING SERVICES,NO 620 KOTTE ROAD,RAJAGIRIYA
10805,J W PERERA ELECTRICALS (PVT) LTD,16 1/1 2ND CROSS STREET,
10806,J.K. TRADELINK (PVT.) LTD.,NO.44,
10807,J.F. PACKAGING LIMITED,NO. 306 MINUWANGODA ROAD,KOTUGODA
10808,JF& I  PACKAGING (PVT) LIMITED,321,
10809,K.S. GLOBAL ENTERPRISES,NO. 23,
10810,KALYANI HARDWARE STORES.,22-C,
10811,KARUNARATHNA & SONS(PVT) LTD,MAHARAGAMA,
10812,KEMIN EXPORTS (PVT) LTD,,DEHIWALA.
10813,KIYOTA AGRO-PROCESSORS (PVT) LTD,NO. NEW HUNUPITIYA ROAD,
10814,KOREAN SPA PACKAGING (PVT) LTD.,NO. 09 MODARAWILA INDUSTRIAL ZONE,PANADURA
10815,KUMUDIKA STORES,378,
10816,L T L TRANSFORMER (PVT) LTD,NO 154/11 RAILWAYSTATION ROAD,
10817,LAHIRU ART & ADVERTISING,NO. 290/3,
10818,LAKMALEE ENTERPRISES (PVT) LTD,62,
10819,LAKSHMAN MOTOR HOUSE (PVT) LTD.,173 PANCHIKAWATTE ROAD,COLOMBO 10
10820,LALAN ECON TAPE PVT LTD,GORAKADENIYA RD,
10821,LALAN MARKETING (PVT) LTD.,344,
10822,LANKA BELL LTD,,COLOMBO
10823,LANKA COMMUNICATION SERVICES (PVT),65C DHARMAPALA MAWATHA,COLOMBO 7
10824,LANKA CORRUGATED INVESTMENTS (PVT),NO.11,
10825,LANKA PLASTIC INDUSTRIES (PVT) LTD,"111, ETAMPOLAWATTA",
10826,LANKA WALLTILE LIMITED,215,
10827,LAUGFS SUNUP SUPERMARKETS (PVT),No 101 Maya Avenue,Colombo
10828,LAZER GRAPHICS LTD.,,
10829,LIBERTY IMPEX (PVT) LTD,235/2,
10830,LIYANAGE CONSTRUCTION (PVT) LTD,61/2,
10831,M M NOORBHOY & CO.,121,
10832,M M ORGANISATION(PVT) LTD,2000-05-02,
10833,M MUTHIAH PILLAI,NO. 06,
10834,M R P TRADER,141,
10835,M.D.GUNASENA AND COMPANY (PRINTERS),20 ST.SEHASTIAN HILL,
10836,MADHAWEE PRINTERS (PVT) LTD.,NO. 624 KANDY ROAD,KELANIYA
10837,MAERSK LANKA  (PVT) LTD,"LEVEL 16, PARKLAND,",COLOMBO 02
10838,MAHARAGAMA M.P.C.S. LTD.,437/A,
10839,MARK-M INTERNATIONAL,NO.204A,
10840,MA S TROPICAL FOOD PROCESSING,No30 Gothami Road,Colombo 08
10841,MASCONS LIMITED,175,
10842,MASTER PACKS (PVT) LTD.,511/7,
10843,MASTERS TRADING COMPANY,NO. 195/1,
10844,MAXIMAS LTD.,,
10845,MEG PAPERBOARDS (PVT) LTD.,#65,
10846,MERCANTILE HARDWARE STORES.,425,
10847,METEOR (PVT) LTD,77A,
10848,MICRO PACKAGING,548,
10849,MIHIRI MOTORS,NO 392 WALAWWA JUNCTION,
10850,MODERN PLASTICS CENTRE,NO60.DAM STREET,
10851,MODERN TRADING (PVT) LTD,646,
10852,MOHAMED THAHA & COMPANY,347 GRANDPASS ROAD,
10853,MOJ CREATIONS (PRVATE) LTD,183/2D,SRILANKA.
10854,MONARCH LANKA ENGINEERING PVT LTD.,146/1TEMPLRE RD,
10855,MT- CASH SUPPLIER,,
10856,MUSHIN TRADING COMPANY,NO 2,
10857,N I S  MEDICALS,NO 40/A OLD AIRPORT ROAD,RATHMALANA
10858,NARATHA AGRO INDUSTRIES,,Colombo 09
10859,NAGI ENTERPRISES,54/8A,
10860,NALINDA ENTERPRISE,,
10861,NATIONAL BOOK STALL,STANLEY THILAKARATHNA MAWATHA,
10862,NATIONAL MOTOR STORES,167 PANCHIKAWATTA,
10863,NAWALOKA POLYSACKS (PVT) LTD,NEGAMBO ROAD,
10864,NAYANA PADMAKUMARI,,
10865,NESHANYS (PVT) LIMITED,251/1,
10866,NEW FREE LANKA STORES (PVT) LTD,COLOMBO 12,
10867,NEW KARUNARATHNA STORES,B A S BUILDING,
10868,NEW LANKA PACKAGING (PVT) LTD.,NO. 25,
10869,NEW LIBERTY MOTORS (PVT) LTD.,168,
10870,NEW RANAWEERA MOTORS,NO 42  HIGHLEVEL ROAD,
10871,NEW SRIYAA ENTERPRISES,23/1 MALIBAN STREET,COLOMBO1
10872,NEW ZEALAND MILK LANKA (PVT) LTD,100,
10873,NIMO AND CO (PVT) LTD,SIR ERNEST DE SILVA MAWATHA,
10874,NISHAN ENTERPRISES (PVT) LTD,328/2,
10875,OFFICEWORKS INTERNATIONAL,"33/1 DEHIWALA ROAD,PEPILIYANA",BORALASGAMUWA.
10876,OMEGA TAPES (PVT) LTD.,NO. 564/1,
10877,ORIENT TRADING COMPANY,32,
10878,OVATA FORMS (PVT) LIMITED,91/6 NUGEGODA ROAD,BATTARAMULLA
10879,OXFORD ELECTRICALS,52 MALIBAN  STREET,
10880,PACKAGING LANKA (PVT) LTD.,U.D.A. INDUSTRIAL ESTATE,
10881,PACKGREAT PRODUCTS (PVT) LTD.,351-1,
10882,PACKWELL HOLDINGS (PVT) LTD.,,
10883,AKZO NOBEL PAINTS LANKA (PVT) LTD,200 nawala road,COLOMBO 5
10884,PAL PACKAGING (PVT) LTD.,NO. 104/3,
10885,PRINT IMPRESSIONS INTERNATIONAL,NO. 45/2,
10886,PRINT TREND (PVT) LTD.,966/4A,
10887,PRINT WORLD,NO. 96B,
10888,PRINTCARE PACKAGING (PVT) LTD.,NO. 21,
10889,PRINTEL (PVT) LTD.,NO. 125/4,
10890,PRIYANKA TAILORS & TEXTILES,198,
10891,PUBUDU ELECTRONICS,HOMAGAMA,
10892,R.C. ENTERPRISES.,86/16,
10893,RAJAM COMMERCIAL PRINTERS,NO. 127,
10894,RANCO PRINT PRIVATE LTD.,NO. 282/8,
10895,RANJITH MOTORS,NO 390E HIGH LEVEL ROAD,
10896,RANSIRI MOTORS,PANNIPITIYA,
10897,RMS CASH,,
10898,RODESHA ENTERPRISES,NO. 25,
10899,ROLAND ESTABLISHMENT (PVT) LTD.,"NO.40 ANGULANA ROAD,SAMANPURA",MORATUWA
10900,ROYAL STATIONERS,NO.54A,
10901,RTS AND CO.,69,
10902,RUSSELS (PVT) LTD,NO 820/1 MARADANA ROAD,
10903,S.A. ELECTRICAL ENG &,498 GALLE RD,COLOMBO 03.
10904,S.A. SILVA & SONS,148/1,
10905,S.K.LABORATORY CHEMICAL SUPPLIER,NO S-5,
10906,S.P.TRADING COMPANY,438\2,
10907,SADIQUE ORGANIZATION,126 1/1C,
10908,SAFE GAS SYSTEMS (PVT) LTD,681 PAGODA ROAD,NUGEGODA
10909,SAKTHI ENTERPRISES,44/3,
10910,SAMAGI PRINTERS PAPER INDUSTRIES,NO. 323,
10911,SARVODAYA VISHVA LEKHA (PVT) LTD.,NO. 41,
10912,SATRAN INTERNATIONAL (PTE) LTD.,336,
10913,SCAN PLUS (PVT) LTD.,65,
10914,SEA LOBSTER ENTERPRISES,44/1,
10915,SEETHA TRADING COMPANY,NO.110 NEW MOOR STREET,COLOMBO-12
10916,SENA MILLS REFINERIES (PVT) LTD,No.40 NEW KELANI BRIDGE ROAD,WLLAMPITIYA
10917,SHAMROK INDUSTRIES (PVT) LTD.,80,
10918,SHAW WALLACE CEYLON LIMITED,"69, RENUKA HOUSE,",COLOMBO 02
10919,SHAW WALLACE MARKETING LIMITED.,353.KOLLUPITIYA ROAD,
10920,SHELL GAS LANKA LTD.,CONSUMER BULK DIVISION,
10921,SILVERY SPRING,NO 291.DR.DANNISTER DE,
10922,SINDUJA IMPEX,218,
10923,SINWA MARKETING (PVT) LTD.,15,
10924,SIRIMA INTERNATIONAL HERBAL PRODUCT,24/A,
10925,SIRIPALA SPRING INDUSTRIES,23/6A SUNETHRADEVI ROAD,KOHUWALA
10926,SMI HIGH TECH TRADING,2ND FLOOR,
10927,SNACK KINGS,PADIWATTE,
10928,SOLEX TECHNOLOGIES (PVT) LTD,39,
10929,SPINEL PACK,55/190,
10930,CARE LOGISTICS (PVT) LTD,12B ANDERSON ROAD,COLOMBO 05
10931,SRIYA ENTERPRISES,,
10932,STAND-ALONE IMPORTS & EXPORTS LTD,NO 99/81C IVARY GARDENS,
10933,STAR ADHESIVE TAPES (PVT) LTD.,NO. 223,
10934,STATIONERY CASH,MAKUBURA,
10935,"SUJATHA ENTERPRISES,",HOMAGAMA,
10936,SUMITH CRATE SUPPLIERS,677/7,
10937,SUNPIC GRAPHICS (PVT) LTD,495,
10938,SUNSHINE HOLDINGS LTD.,60,
10939,SUNSHINE PACKAGING LANKA LIMITED,75A,
10940,SUPER CLEAN,140/3,
10941,SUPER COLLOIDS,,
10942,SURANJAN ADVERTISING,198,
10943,SWIM HOLDINGS (PVT) LTD,11/13 A WIJAYMANGALARAMA ROAD,
10944,MEDIA SERVIES (PRIVATE) LIMITED,,
10945,T.B.HERATH,76/3,
10946,TAPROBANE AGRO VENTURES (PVT) LTD,"90,",
10947,TECH INFORMATION SOLUTIONS  (PVT),403/C,
10948,TECH MASTERS,472,
10949,TECHNO FORMS,NO. 2677/15,
10950,THE GODEN KEY TRADING COMPANY LTD,CEYLINCO CENTRE,
10951,THE MANAGER PEOPLES BANK HOMAGAMA,411/5,Homagama
10952,THE MEIHANDAN PRESS LTD,161,
10953,"THILAK,S",424/1,
10954,THILHARA TRADING,84,
10955,TIMEE ELECTRIC CO,SUPER MARKET,
10956,TINPAK (PVT) LTD.,No. 70 K. CYRIL C. PERERA MAWATHA,COLOMBO-13
10957,T-JAY ENTERPRISES (PVT) LTD,261,
10958,TRADELANKA AGENCIES,,
10959,TRANSMEC ENGINEERING (PVT) LTD.,241/A NIGOMBO RD,
10960,TRELLEBORG WHEEL SYSTEMS LANKA,NO 45B.E.P.7 WALGAMA,
10961,TVS LANKA (PVT) LTD,757 SIRIMAVO BANDARANAYAKE,
10962,U & H WHEEL SERVICE TRADING (PVT),72 MALAY STREET,
10963,U P ELECTRONIC ENTERPRISES.,CHURCH STREET,
10964,U T E  MARKETING LTD,447,
10965,UNI - WALKERS (PVT) LTD,14 DE FONSEKA PLACE,
10966,UNION CARBIDE LANKA LTD.,,
10967,UNION CHEMICALS LANKA PLC,,
10968,UNITED MOTORS LANKA PLC,,
10969,UNITED STATIONERY,13 MALIBAN STREET,
10970,UNIVERSAL TYRE SERVICE,,COLOMBO 08.
10971,UNIVERSAL TYRES (PVT) LTD,1043,
10972,V & J INDUSTRIES,NO 05,
10973,VOTRA GRAPHICS (PVT) LTD.,NO. 295/8A,
10974,VOYAGE PRINTERS & PUBLISHERS (PVT),"53, SRI GUNARATNE MAWATHA",
10975,A D PERERA ELECTRICAL (PVT) LTD.,NO 12,
10976,W.D.C. GROUP (PVT) LTD.,NO. 16,
10977,WARNA GRAPHICS,NO. 33/B,
10978,WATER WAVES TECHNOLOGY,NO 86 WARAKATIYA ROAD,
10979,WICKREMESINGHE ENTERPRISES,12 DE SILVA MAWATHA,PANADURA
10980,WICKRAMA HARDWARE STORES,HIGH LEVEL ROAD,
10981,W U SENEVIRATNE & COMPANY (PVT) LTD,NO. 113,
10982,WILTON METAL BOX CO. (PVT) LTD.,142/2,
10983,WMSR WELIKANNA,72 INGIRIYA ROAD,
10984,ALPHA FIRE SERVICES (PVT) LTD,Sulaiman Terrace,Colombo 05
10985,Do not use - ALPHA INDUSTRIES PVT L,,
10986,AUTOGRILL LANKA LIMITED,8-4/1 LEYDEN BASTIAN RD,COLOMBO 01
10987,CENTRAL CHEMICAL SUPPLIERS (PVT),103 Central Road,Colombo 12
10988,CEYLON BUSINESS APPLIANCES,112 REID AVANUE,COLOMBO 4
10989,CHAKRA (PVT) LTD,91 A 5th Lane,Colombo 03
10990,CITY GAS (PVT) LTD,"16 / 4 / A Colombo Road,",Biyagama
10991,COLONIAL ELECTRICAL (PRIVATE),,
10992,CONVENIENCE FOOD LANKA PLC-donot us,"No.133, 7th Lane,",Rathmalana
10993,DEVELOPMENT & ENGINEERING,,BORALESGAMUWA
